,caption,video_id,sen_id
103180,a scene from a movie showing soldiers one of the soldiers said he s not running,video5891,103180
34540,a group of soldiers run outside,video5892,34540
128100,there is a man with jacket talking to some women,video5893,128100
75220,a cartoon character is singing,video5894,75220
45720,a man gives a presentation on tony,video5895,45720
29180,a girl is riding with her arms spread out into the air,video5896,29180
19300,a band is performing a song,video5897,19300
30880,a guy is folding paper,video5898,30880
94240,a collection of scoring goals in hockey,video5899,94240
128520,a women with black top is applying make up,video59,128520
11480,a bollywood news program with voice-over narration,video590,11480
5540,a ball is rolling on the ground,video5900,5540
134600,a middle aged man in brown coat is saying something here,video5901,134600
62520,a chef frying the food in pan,video5902,62520
14980,a boy is playing a piano in home,video5903,14980
33560,a group of people are in a building,video5904,33560
8260,a animation asking user to comment like and subscribe ,video5905,8260
6300,a animated character is jumping in the snow,video5906,6300
16480,a boy is reviewing a top about spingebob square pants the show,video5907,16480
23120,a black motorcycle is very clean,video5908,23120
106780,a man adding some spice to a dish,video5909,106780
70400,a car driving on a track and a guy sitting in a chair on the side of the track talking about the car,video591,70400
63940,a cartoon involving animals,video5910,63940
50620,a man talks about geysers at yellowstone while they steam up and bubble,video5911,50620
110120,a laser factory in china is showcased in great detail,video5912,110120
67700,a clip from a movie is playing,video5913,67700
130860,two african-american men standing in the kitchen one in green stares at the other in blue while the man in blue eats and talks,video5914,130860
54940,a guy walking in the rain,video5915,54940
45240,a man is playing soccer,video5916,45240
39060,a girl is confronting her boyfriend and her boyfriend goes off to sing,video5917,39060
60900,a man commentating mortal combat game-play with freddy kreuger,video5918,60900
107440,a brown and white speckled squid rotates and words describe the difference between squid and calamari,video5919,107440
24140,a beautiful woman is shown in various video clips during a commentary,video592,24140
125900,a man is sitting back in a cycle and riding into the house,video5920,125900
89360,a clip on the art of animation,video5921,89360
130280,iron atoms are hard clay atoms are softer and cheese atoms are squishy,video5922,130280
59460,a man and woman ride a motorcycle down a hill,video5923,59460
80720,a crowd of people are cheering,video5924,80720
23940,a beautiful display of fireworks with music in the background,video5925,23940
18120,a basketball player is dunking,video5926,18120
116580,a man describes a black and yellow motorcycle with a calming voice,video5927,116580
89800,a clip from the movie paranormal activity 5,video5928,89800
79800,a couple of soccer teams playing soccer,video5929,79800
55120,a guy stirs shredded potatoes in a pan,video593,55120
10420,a boy holds a wire on a beach,video5930,10420
73940,a bunch of sperm swarm together,video5931,73940
7580,a animation of a scene that involves spongebob squarepants,video5932,7580
78000,a cartoon character from  robotboy  getting into his car,video5933,78000
92200,a commercial for holograms,video5934,92200
134300,a person skiing followed by people near a waterfall then a topdown view of a city and then people biking,video5935,134300
121600,a safety wall near railway track painted by some adverticement and also movie,video5936,121600
49960,a video of a woman talking about the cure for hiccups,video5937,49960
89280,a clip showing a large field in iceland,video5938,89280
101300,two young men playing table tennis while audience watching them,video5939,101300
58260,a man explaining how to do flooring,video594,58260
96940,many cars were participating in the car race competition and two cars dashing each other in the middle of the street,video5940,96940
105720,a woman is making a  liquid dish in the kitchen,video5941,105720
136340,there is a red stylish car on the road,video5942,136340
5460,a band is performing,video5943,5460
53180,a lady demonstrates how to use a baby stroller,video5944,53180
112260,there is an alien getting ready fight against humans,video5945,112260
110380,a top view of the roof of a church,video5946,110380
111460,a red trolley drives down a street with many cars,video5947,111460
23660,a blindfolded woman tries to find another woman and falls onto a woman on a chair,video5948,23660
104340,a woman in a black shirt stands in front of a blackboard and teaches a large lecture hall full of students,video5949,104340
8940,a boy begins describing how to stir a pot of food,video595,8940
63780,a cartoon involving animals,video5950,63780
43820,a man is making pizza,video5951,43820
96520,a girl in a short romper is talking to a guy in a white car on the street and then starts taking selfies with him,video5952,96520
72700,a bunch of people hop off a cliff,video5953,72700
15460,a boy is holding jeans,video5954,15460
26260,a group is singing a song,video5955,26260
32400,a guy is singing on a hospital bed,video5956,32400
13540,a boy play the gittar,video5957,13540
50020,a video clip showcasing a wrestling match,video5958,50020
5980,a banana peel on the floor,video5959,5980
99820,a lecturer talking about reflex loop with help of a presentation,video596,99820
90880,a clip of a soccer goal followed by a clip of a soldier coming home,video5960,90880
63560,a cartoon of a spider and the sun,video5961,63560
3680,2016 election is discussed on the news,video5962,3680
89820,a clip from the movie hunger games,video5963,89820
84540,a female meeting a fictional character for the first time,video5964,84540
48360,a person is doing a cooking show,video5965,48360
39020,a girl is cooking,video5966,39020
62120,a chef describes how good roast potatoes taste before they are shown on a plate,video5967,62120
71540,a car is being painted,video5968,71540
106560,a woman telling her dogs to stay away from the baby,video5969,106560
38940,a gamer is killed by an enemy,video597,38940
122080,a man in a blue tie stands next to a blonde woman in a black and white outfit in front of a blue ballot box,video5970,122080
30620,a guy in a suit talks about animals,video5971,30620
86620,a dog and cat run into each other on a snowy path,video5972,86620
53940,a lyric video shows pictures of an all female band,video5973,53940
56580,a hip hop singer performing in a video at a club,video5974,56580
108120,there is a man playing with waves in a beach,video5975,108120
116860,there is a man with a pen talking from a room,video5976,116860
17560,a band sings a cover song while sitting in the grass,video5977,17560
14300,a bride and a groom are doing a dance in the middle of the floor,video5978,14300
99380,a woman is battering food and preparing to cook breakfast for the gold miners one of which is her son,video5979,99380
93360,a computer screen is shown,video598,93360
20580,a band performs,video5980,20580
3120,3d animated character cuts a wire,video5981,3120
18760,a basketball play is reviewed,video5982,18760
75660,a cartoon encourages exercise,video5983,75660
63420,a cartoon of minecraft characters drinking,video5984,63420
840,4 of the muppets from the muppet babies are having a conversation,video5985,840
49480,a turtle in the water,video5986,49480
17960,a basketball player makes a basket in a video game,video5987,17960
92620,a commercial for a touch surface,video5988,92620
106280,a man is taking a chocolate from the chocolate box,video5989,106280
72780,a bunch of people dancing,video599,72780
32040,a guy reviews a nokia cellphone,video5990,32040
130020,a lady is cooking something inside a black pot and then adds cream,video5991,130020
76680,a cars interior is being displayed,video5992,76680
26360,a group of athletes are doing a dance,video5993,26360
50920,a man is talking about evidence,video5994,50920
121720,a lot of big cats are running along in a big hall,video5995,121720
40500,a girl is preforming for judges in a competition,video5996,40500
17020,a baseball pitcher throws the baseball,video5997,17020
73780,a camera is slowly panning a bright green and black motorcycle,video5998,73780
110860,a man is showing us how to cook a fish stock,video5999,110860
64640,a cat and a monkey are playing,video6,64640
55380,a guy talking about a football player believing in himself,video60,55380
56040,a home recording of a wrestling match,video600,56040
136540,bill o reilly wears a striped shirt and blue tie and discusses islamic terrorists,video6000,136540
101240,there are lot of vehicles moving through the city  in night,video6001,101240
42900,a girl dances with a young child,video6002,42900
113820,the man wearing grey colour dress and banging on the chair in the dark godown,video6003,113820
87880,a clip of a woman preparing food,video6004,87880
55760,a horse is performing tricks at a competition,video6005,55760
92520,a commercial for computers,video6006,92520
118660,a man is walking down a creepy mysterious cave,video6007,118660
41300,a girl and boy speaking in mobile and expressing their love,video6008,41300
138280,the man going very fast in the van in the highway and two persons folllow him by the motor bikes,video6009,138280
70920,a car come fast and met an accident,video601,70920
123920,an england against new zealand soccer match one soccer player tackeld another soccer player at the end of the clip,video6010,123920
63880,a cartoon involving animals,video6011,63880
88040,a clip of fireworks at a sporting event,video6012,88040
89060,a clip of the show the x files,video6013,89060
60940,a man chops a potato and onion,video6014,60940
112500,a girl discussing about job and career in mathematics and computer science,video6015,112500
110060,a person showing various cabinets in kitchen including one with a microwave,video6016,110060
38400,a football game on video game,video6017,38400
32920,a group of people near a pool,video6018,32920
73180,a bunch of kids or teenagers are commenting on this food,video6019,73180
77240,a car is shown,video602,77240
24300,a beauty dairy product add,video6020,24300
133060,a male kid ending a video game video,video6021,133060
51760,a person demonstrates a toy by placing a letter into an electronic handheld device,video6022,51760
139020,a person explaining how to operate the camera,video6023,139020
86320,a doctor is examining a pregnant woman,video6024,86320
62740,a character is shot in a video game,video6025,62740
115920,three men talk in to michrophones while sitting at a table,video6026,115920
63120,a cat is dissected on the screen to give inspiration for an unknown audience,video6027,63120
1340,a a woman is sitting and folding some cloths,video6028,1340
43680,a man is opening a package,video6029,43680
34920,a fox news commentator discusses hilary clinton,video603,34920
110820,someone is putting tomato sauce on bread and topping it with cheese,video6030,110820
15360,a boy is playing piano,video6031,15360
64180,a cartoon involving animals,video6032,64180
72420,a bunch of military are in a plane,video6033,72420
139820,a man is talking in front of a computer screen,video6034,139820
15120,a boy is playing minecraft and is looking for his opponent,video6035,15120
138380,small train toys on pads that move them around,video6036,138380
69540,a child playing with a toy,video6037,69540
75160,a cartoon character is jumping around inside of a room,video6038,75160
105340,man in blue t-shirt is saying something very excitedly,video6039,105340
126500,a lady showing a skirt and tell something about it,video604,126500
135000,there is a cute woman is smiling from a room,video6040,135000
46280,a man fiddles with his phone,video6041,46280
108600,a scene of a building as music plays,video6042,108600
44820,a man is speaking with a robot and asking him for his keycard,video6043,44820
30360,a girl singing and playing guiter in an auditoriam,video6044,30360
34560,a group of soldiers get shot while a band plays music around them,video6045,34560
111060,in a garage someone is filling a car with clay,video6046,111060
54640,a late night talk show host speaks with a famous actor,video6047,54640
103760,a women in brown dress is reading book as a man walks in to join her,video6048,103760
96560,there is a man with helmet getting ready to race,video6049,96560
11360,a bomb is being thrown,video605,11360
31180,a guy doing a walk through about something a a computer,video6050,31180
123680,a women in red dress interviewed by other person on the stage,video6051,123680
65560,a city at night time,video6052,65560
84840,a fan has gotten into a fight with a hockey player,video6053,84840
120500,there is a big man dancing on the floor,video6054,120500
70040,a child jumps on the trampoline,video6055,70040
78300,a cartoon about word girl,video6056,78300
115760,a man and a woman look longingly into the distance then they fade out and two hands shake,video6057,115760
101020,a man driving a red colour open car over the bridge and suddenly he took a reverse,video6058,101020
69000,a child preforms a song on stage,video6059,69000
48220,a robot is limping,video606,48220
40420,a girl is reading from a paper,video6060,40420
88520,a clip showing a man running out onto a soccer field during a game,video6061,88520
12880,a boy sings into a microphone on a stage,video6062,12880
97540,a man paints a detailed picture of a woman s face onto the wall,video6063,97540
84680,a female is fighting with a sword here,video6064,84680
29740,a girl tells people what she dreamed of being as a child,video6065,29740
94600,a clip taken from a soccer game,video6066,94600
90120,a clip from a tv show called an unlikely encounter,video6067,90120
40100,a girl is playing a recorder,video6068,40100
3380,2 men fighting in a boxing match,video6069,3380
93400,a computer game being advanced in a stage,video607,93400
111540,beautiful music playing as the video captures the beauty of the giant trees,video6070,111540
95420,a commentator discusses a little girl with special vision,video6071,95420
67660,a clip from a movie is playing,video6072,67660
106340,a bunch of guys in a boat prepare for something with a surf board,video6073,106340
97000,a girl is moaning as a guy kisses her neck and plays with her hair,video6074,97000
21580,a black girl makes some snacks,video6075,21580
91680,a clip taken from a movie showcasing a man that works inside of a school,video6076,91680
120300,a woman in a loud eclectic outfit including large hat and giant bow poses in the streets,video6077,120300
72760,a bunch of people dancing,video6078,72760
80260,a cute baby doll,video6079,80260
87480,a clip of politicians on a late night talk show,video608,87480
103700,a man gets ready to prepare food is talking to another person here,video6080,103700
124440,a woman wearing a blue t-shirt and a red apron sears a pork chop on one side and then flips it over,video6081,124440
122240,a woman in a green dress is walking is the wind,video6082,122240
98160,there is a spider walking in to the hand,video6083,98160
3060,3 females seriously involved in chatting,video6084,3060
20680,a band preforms a song,video6085,20680
64440,a cartoon that is based off of the disney animated movie big hero 6,video6086,64440
81560,a cook cooking and stiring ,video6087,81560
39920,a girl is admiring animal figurines,video6088,39920
126900,an exercise titled brain teasers  is shown on what appears to be the first page of a slideshow  there are five questions in total,video6089,126900
83220,a fake helicopter hovers overhead,video609,83220
45040,a man is playing a video game,video6090,45040
90900,a clip of a soccer game,video6091,90900
13340,a boy peaks at an elder woman knitting,video6092,13340
58140,a man driving a car and talking in italian with his friend,video6093,58140
134180,a man in a black striped shirt catches paper towels that are thrown at him,video6094,134180
95080,a comical clip of a man kicking everyone out of his house including a cat,video6095,95080
134560,a woman and a man being tied up by a person in a mask,video6096,134560
61980,a celebrity is being interviewed,video6097,61980
130880,in a silver bowl on top of a stove in a kitchen lamb chops are cooking,video6098,130880
35180,a funny clip where 3 people are involved,video6099,35180
31500,a guy explaining how certain contaminants can effect the stopping power of a brake pad,video61,31500
33220,a group of people are being talked to by a man outdoors,video610,33220
119720,there is a woman talking about a race,video6100,119720
55820,a horror movie trailer is shown,video6101,55820
15940,a boy is staring at the girl because she fell off her bike and hurt her knee he then tells her to let him see and she doesn t let him,video6102,15940
56720,a highlight reel of scores during sporting events is rolling,video6103,56720
25460,a behind the scenes video about the avengers filming,video6104,25460
96420,a baby skiing and her mother is telling her to say hi,video6105,96420
129060,a grey color cat trying to enter into a glass jar and two other cats watch standing near it,video6106,129060
122200,a subscribe button tumbles down from the top of the screen and enlarges then decreases in size,video6107,122200
61940,a celebrity is on stage getting interviewed by a talk show host,video6108,61940
136240,nikki minaj has pink hair and raps in the desert,video6109,136240
21340,a battle involving tanks is shown,video611,21340
78740,a cartoon animation with a wizard and a elderman with a mustache,video6110,78740
50180,a man sings a song with a horse mask on,video6111,50180
131400,a man in a black suit discusses election with a man appearing on a tv screen,video6112,131400
137620,there is a woman in black is applying makeup,video6113,137620
112660,a brown horse picks up and plays with a bright pink pail,video6114,112660
54000,a lowes vinyl flooring ad,video6115,54000
51860,a old nintendo and atari cartridge,video6116,51860
136640,a group of dancers dances on a stage and a blond woman crawls provocatively across the floor,video6117,136640
48940,a wrestler tries to throw another to the ground,video6118,48940
2620,2 girls are talking about baby food,video6119,2620
52560,a lady giving birth,video612,52560
132560,four sad kids walk and then they are later followed by few elderly people,video6120,132560
12220,a boy and girl are talking in the hallway,video6121,12220
60060,a man and a robot are having an intimidate and humorous conversation,video6122,60060
40600,a girl is playing with baby,video6123,40600
139720,a women with blue top answering the questions asked by other people,video6124,139720
78420,a cartoon about spongebob sqaurepants,video6125,78420
85640,a depiction of a chinese woman,video6126,85640
87600,a clip of someone folding up a piece of paper giving instructions,video6127,87600
73800,a camera is panning around a door and two pillars,video6128,73800
76040,a cartoon dog or fox is drawn,video6129,76040
121760,a person strokes a parrots head while getting the parrot to repeat them,video613,121760
109080,some one driving a blue colour car on the road,video6130,109080
122760,a tshirt man is crying in front of a television,video6131,122760
36900,a game is being played,video6132,36900
60620,a man complains about how spongebob will never have another good season,video6133,60620
67340,a clip from a horror movie,video6134,67340
28720,a girl is trying to make something,video6135,28720
31540,a guy explaining about a car interior,video6136,31540
124060,the avengers come to phineas and ferb s house then timmy comes over,video6137,124060
67640,a clip from a movie is playing,video6138,67640
55000,a guy teaching us some oragami,video6139,55000
46500,a man folding paper into a plane,video614,46500
99020,sean connery is announcing that the academy award is the third of the evening for james cameron and the first for james landau as they hug and thank their peers and then approach the stage,video6140,99020
117120,a scene from the 50s takes place a girl dressed in a red poodle skirt dances around a man playing the saxophone,video6141,117120
26140,a group is talking,video6142,26140
25280,a black and white clip of men talking,video6143,25280
84880,a famous wrestler takes the cage,video6144,84880
31260,a guy demonstrates a paper-folding technique,video6145,31260
133480,there is a vehicle moving in to the road,video6146,133480
106160,a men s tenis match one man is wearing a white shirt and the other man is wearing a blue shirt,video6147,106160
92600,a commercial for a wi-fi network,video6148,92600
111780,pictures of a vibrant pink lake that is attractive to the eye,video6149,111780
13720,a boy playing minecraft and talking about it,video615,13720
21160,a band is singing a song,video6150,21160
27860,a group of girls run through the road,video6151,27860
109340,a chef in a black jacket cooks food for two women,video6152,109340
23240,a black woman is constantly calling a white girl a white girl,video6153,23240
3240,3d animated animals in africa,video6154,3240
23400,a black samurai raps on the beach,video6155,23400
121160,there are some tennis players practicing in a court,video6156,121160
32100,a guy is telling a story,video6157,32100
81100,a cooking demonstration featuring the mixing of pickles,video6158,81100
126340,a woman uses a brown brush and mascara spool to apply makeup to her eyebrows,video6159,126340
65440,a chef making desserts and another man talking about it,video616,65440
107080,all chefs are preparing food items in a hotel,video6160,107080
124380,a person explaining a concept in a show,video6161,124380
45480,a man is playing the guitar and talking about trump,video6162,45480
99780,there is a man with specs talking about a man,video6163,99780
140100,several dishes of food on a table with one live octopus in a metal container,video6164,140100
95260,a commentator reporting a football game,video6165,95260
10500,a bowl of trail mix then 3 slices of pepperoni pizza are shown,video6166,10500
71220,a car is being videod,video6167,71220
95440,a commentary on clinton and rubio,video6168,95440
72820,a bunch of people looking at a horse,video6169,72820
138560,a lemans type race with two cars vying for the lead and an announcer calling the action,video617,138560
17400,a barbie action figure plays with a camera,video6170,17400
139000,a construction machine with a large magnet is shown in the beginning of the video while the narrator mentions that the human body is actually a machine,video6171,139000
109640,a woman is making a non veg dish in the kitchen,video6172,109640
44020,a man is drifting on his motorcycle,video6173,44020
85840,a dance troupe gets down in black and white pattern outfits,video6174,85840
101440,a bald man in a black shirt is tasting a dinner in the kitchen of a restraunt,video6175,101440
95740,a bunch of cheerleaders are cheerleading at a game,video6176,95740
48840,a person is holding something,video6177,48840
43660,a man is opening a package and revealing its contents,video6178,43660
85760,a demonstration of someone playing minecraft,video6179,85760
2520,2 cars racing down a road,video618,2520
136060,a chef cooking a sauce in pan and adding water to it,video6180,136060
48640,a person is playing a video game,video6181,48640
82940,a couple guys are playing minecraft and talking about it,video6182,82940
115960,a bagel with cream cheese and gold flakes costs $1000,video6183,115960
88900,a clip of the ellen show in which a man is featured with a tv embedded in his shirt,video6184,88900
79720,a couple of judges are shown on a jumbo screen at a synchronized swimming event,video6185,79720
71560,a car is driving through a town,video6186,71560
101620,two young men are playing a very competitive game of table tennis,video6187,101620
87540,a clip of someone playing and acting as a spider man hero,video6188,87540
34200,a group of teenagers singing and dancing,video6189,34200
135160,a statue of a man and places are been explain in a foreign language,video619,135160
56760,a hero in the movie,video6190,56760
66740,a clip from a movie is playing,video6191,66740
129760,a kid playing on the bed and someone checking his diapers,video6192,129760
133960,a male speaker discusses the mission of the working scientists behind him,video6193,133960
92360,a commercial about infowarsshop,video6194,92360
130360,there is a man is calling from a window,video6195,130360
117960,a woman in a white sweater is performing music with a group of dancers,video6196,117960
30580,a group of nerds talk about adblock plus,video6197,30580
46120,a man gets into a race car then a woman gets into a race car,video6198,46120
103220,a large man in a dark sport jacket speaks directly to the camera,video6199,103220
100020,a woman talking about how to take off your makeup,video62,100020
3780,2 women playing one lady is blidfolded,video620,3780
65000,a cartoon of women dancing,video6200,65000
84700,a famous actor on the david letterman show,video6201,84700
24640,a beautiful asian walks around her room,video6202,24640
42100,a german woman is cooking churros,video6203,42100
126380,the big man fight with more persons and beat them fast,video6204,126380
96340,many people gathered in some function and enjoy drinking,video6205,96340
64500,a cat is being shown in a house,video6206,64500
96760,someone rides a motorcycle down a dirt path through the woods,video6207,96760
80160,a crying girl talks to judges,video6208,80160
59120,a man and a woman looking at a picture indoors,video6209,59120
27320,a group of men and women are eating and talking with a police officer,video621,27320
32440,a guy is singing a song and dancing,video6210,32440
90780,a clip of a tv show from nickalodeon,video6211,90780
134000,a tech bet segment about cable companies and tv advertising,video6212,134000
2900,3 men talking to each other,video6213,2900
128580,there is a man working in his garden,video6214,128580
112940,an asian woman in a pink kimono speaks vehemently in front of a picture of a north korean leader,video6215,112940
68660,a child folds up a piece of paper,video6216,68660
102840,there is a woman talking about science and technology,video6217,102840
66000,a children s clasroom where they are working on different projects,video6218,66000
137220,there are parts of a vehicle inside a go down,video6219,137220
43260,a girl desperately wants to talk to her dead mother,video622,43260
47400,a man holding onto book bag straps,video6220,47400
29820,a girl talking about video games,video6221,29820
97020,a man and woman lay on a bed and the man kisses and fondles the woman,video6222,97020
30240,a girl is watching an obama speech on a laptop,video6223,30240
107860,a man cooking inbthe kitchen,video6224,107860
90820,a clip of a track meet,video6225,90820
136520,a woman is cleaning some green colour leaves and put in a pot,video6226,136520
24100,a beautiful woman walks and talks,video6227,24100
96680,there is a big woman making a taste dish,video6228,96680
63860,a cartoon involving animals,video6229,63860
84240,a dramatic scene of a troubled looking woman speaking to three others,video623,84240
34860,a french man is taking about a subject,video6230,34860
83780,a dog is sitting on bed,video6231,83780
62420,a chef is frustrated with the performance of staff,video6232,62420
99500,women with short hair and a black chefs coat talking about cooking and bringing pasta to a boil,video6233,99500
137920,a man in a red white and blue uniform describes a green black and white snowmobile while kneeling beside it in a snowy forest,video6234,137920
63340,a cartoon man with a mustache,video6235,63340
7340,a animation scene from a video game,video6236,7340
23620,a block man slams something on a piece of wood then another vanishes,video6237,23620
125160,prawns are mixed in a vessel to prepare food,video6238,125160
116400,we can see the advertisement of design and technology institution,video6239,116400
96360,a man in red is taking a dummy from a field,video624,96360
83340,a family is experimenting with corn starch and having fun,video6240,83340
31900,a guy showing a t-shirt that he made,video6241,31900
15720,a boy is making bhel poori,video6242,15720
31280,a guy cutting an animal,video6243,31280
132980,a baseball player wearing red runs around the baseball diamond,video6244,132980
42040,a girl  is very upset,video6245,42040
44760,a man is standing with a gun and looking at something,video6246,44760
26680,a group af man and a woman are dancing,video6247,26680
15640,a boy is pealing a carrot,video6248,15640
139360,there is a black dressing woman talking to someone,video6249,139360
6760,a advertisement for angry birds is being shown,video625,6760
20780,a band preforms a song on stage,video6250,20780
102760,there is a man moving in to the ice lonley,video6251,102760
44640,a man is singing and playing guitar on stage,video6252,44640
110880,a person told about a new recepie  with fish in a website,video6253,110880
136140,a man in green t-shirt is holding his baby while his women is leaning on him,video6254,136140
101760,there is a tshirt man talking nearby the globe,video6255,101760
107600,a race car driver is going down the straight a way at almost 200 mph,video6256,107600
6660,a animal is eating,video6257,6660
21900,a black man with a helmet,video6258,21900
121980,track and field athletes run quickly around a track and over hurdles,video6259,121980
79480,a couple of guys filming a video in a room,video626,79480
139900,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,video6260,139900
117480,man browning food in clarified butter on both sides,video6261,117480
20300,a band performs,video6262,20300
40700,a girl is getting extensions put into her hair,video6263,40700
13840,a buch of rats are nesting forming a rat king,video6264,13840
57080,a man describing how to make a filter out of a bottle and tissue,video6265,57080
60020,a man and a woman are dancing in a room,video6266,60020
114360,a tornado and a thunderstorm are looming in the background,video6267,114360
42080,a geyser is steaming,video6268,42080
48680,a person is pouring coffee from the little kettle,video6269,48680
128880,a man in shirt is making a dish in the kitchen,video627,128880
15140,a boy is playing minecraft,video6270,15140
108840,a woman wears a top knot in her hair a low cut gray top and a large turquoise necklace,video6271,108840
100760,a small halloween pumpking toy a hampster rides on a wheel,video6272,100760
104940,a lady with blonde hair and her band are singing,video6273,104940
135940,many girls wearing revealing clothing work on cars in an auto shop,video6274,135940
53000,a kid gets hit in the face with a soccer ball,video6275,53000
51920,a movie clip compares make up in north and south korea,video6276,51920
120560,two men in suits lay a naked man down on top of his bed,video6277,120560
76340,a cartoon diesel truck drives through a city,video6278,76340
133460, such as bodies of water and road signs are being filmed on what appears to be a road trip,video6279,133460
103800,two women sit in chairs and discuss the outfit of a man wearing light jeans and black leather jacket,video628,103800
113280,several beautiful goldfish in a fish tank that has white stones in the bottom and green plants,video6280,113280
80840,a crowd is chanting,video6281,80840
121700,a video showing the various games of xbox live,video6282,121700
106020,a man in a car driving down a road surrounded by trees,video6283,106020
26240,a group is singing a song,video6284,26240
65980,a children s computer game is shown,video6285,65980
13180,a boy talking in front of the camera,video6286,13180
55360,a guy talking about a computer program,video6287,55360
56540,a hockey player is making a trick shot into a goal to score,video6288,56540
140120,there is a beautiful place having mountains and rivers,video6289,140120
58540,a man drives a car down the street,video629,58540
70600,a car crashes during a race,video6290,70600
30380,a girl singing about safe sex,video6291,30380
95120,a comical clip made out of a political convention,video6292,95120
61180,a character collects coins as they run through the mission avoiding the electricity,video6293,61180
109520,giada displays red tomatoes green asparagus zucchini and purple eggplant,video6294,109520
114160,track and field athletes run quickly around a track and over hurdles,video6295,114160
114020,a young girl with dark layered hair glassess and braces is talking to the camera while wearing a lab coat and blue lanyard,video6296,114020
91920,a company producing steel,video6297,91920
65540,a city is being filmed,video6298,65540
126600,in a kitchen someone is cooking with a lot of fresh leafs,video6299,126600
93940,a coach is speaking with his team,video63,93940
62100,a chef discussing how water needs to be boiling for pasta,video630,62100
46240,a man fixes a machine,video6300,46240
119000,a hollywood movie scene showing  5 persons sitting on a table and talking with another man sitting in front,video6301,119000
28620,a girl is talking about a wars show,video6302,28620
102160,financial guru jim cramer interviews a female guest in a black suit while sitting in a retail store,video6303,102160
34520,a group of soldiers walking up a set of stairs,video6304,34520
116300,a reporter is interviewed about the issues belgium has with radical islam,video6305,116300
64480,a cartoon wrestler takes a bow,video6306,64480
94320,a collection of highlight wrestling videos,video6307,94320
84720,a female dressed in an unusual outfit singing,video6308,84720
134060,a woman s voice hosts while showing a clip of a morgan freeman movie,video6309,134060
132060,old buildings with red-tiled roofs line the street on a sunny day,video631,132060
65840,a claymation cartoon featuring a popular talking squid and sponge,video6310,65840
132740,a bunch of birds face and webbed feet drawings,video6311,132740
85880,a dance scene of a hero and heroien going on,video6312,85880
53020,a kid folds a piece of paper,video6313,53020
79100,a couple prepares some food in a kitchen,video6314,79100
99980,the boy see the evening colourful sky and the heavy water flowing from the top,video6315,99980
32940,a group of people listen to a lecture,video6316,32940
132420,race cars are moving fast in a straight road,video6317,132420
47340,a man holds a mickey mouse action figure,video6318,47340
53200,a lady demonstrate how to prepare flower vash,video6319,53200
32660,a group of people being suspended in the air,video632,32660
104080,a man with suit reading top news of the day,video6320,104080
16360,a boy is selected in a singing competition,video6321,16360
73320,a camera films the floor in the kitchen,video6322,73320
46920,a man is discussing restaurant style nachos,video6323,46920
27000,a group is dancing,video6324,27000
13380,a boy met with an accident,video6325,13380
131140,tourists walk and sunbathe on the beach and look at a large wooden statue,video6326,131140
54780,a guy talks about how to check the fuel pressure on a particular vehicle,video6327,54780
95820,a comedy of stuff aniamls playing music,video6328,95820
12000,a boy asks his father if they can go swimming and the father thinks this is a great idea,video6329,12000
74720,a cartoon character speaks to another cartoon character,video633,74720
3160,3 young adults are singing on a stage,video6330,3160
25020,a bird flies a plane out of a barn in a cartoon,video6331,25020
11860,a boy and girl dance in front of other teens,video6332,11860
86760,a dirctor re shape innovaction center telling some tips,video6333,86760
68000,a child holds on  to the stroller,video6334,68000
131060,two men sit on a couch and laugh about how good something is,video6335,131060
107940,some one in a kitchen preparing some dish in a pan,video6336,107940
71700,a car engine is being displayed,video6337,71700
117020,a woman speaking about a fashion in a  program show,video6338,117020
108240,rock music begins with a black screen then goes into the famous finger touch scene from the movie e,video6339,108240
67180,a clip from a movie where a man is talking to a group,video634,67180
109040,a vlog where a man is sitting in a kitchen and talking about is day,video6340,109040
13620,a boy rapping while his friend beatboxes,video6341,13620
14860,a british man is describing what material he is using for a project,video6342,14860
85420,a demonstration of a pokemon video game,video6343,85420
92040,a commercial for honda through autobytel with an older male driver talking about the car,video6344,92040
130200,two persons are speaking each other infront of another person,video6345,130200
33480,a group of people are riding horses around a barn,video6346,33480
135560,lady cooking up a delicious dish and explaining the ingredients involved,video6347,135560
61080,a cgi wolf is running through its habitat,video6348,61080
133620,there is a woman is talking about a new cycle,video6349,133620
88580,a clip showing indian women dancing indoors,video635,88580
118920,a woman removes a noodle from a pot with chopsticks then removes more noodles places them in a blue bowl and ladles brown sauce on top,video6350,118920
15760,a boy is laying with dinosaur toys,video6351,15760
3180,3 women dancing to a groovy beat,video6352,3180
45960,a man grinding a metal,video6353,45960
34480,a group of people walk down the street,video6354,34480
93160,a contestant is judged on a tv show,video6355,93160
7240,a animated japanese cartoon,video6356,7240
50120,a man speaks to a camera for a video segment,video6357,50120
86600,a display shows fake animals talking,video6358,86600
41460,a girl closing a bag of potatoes and shaking them,video6359,41460
38780,a fire is burning,video636,38780
122520,a man stirs octopus onions and other food in a silver pot with a spoon,video6360,122520
56940,a man describing a car,video6361,56940
123380,the woman talk about the black colour volks wegan car it is very nice,video6362,123380
61380,a character has a knife in a video game,video6363,61380
87080,a discussion on the migrant crisis,video6364,87080
11880,a boy and girl are watching a cartoon,video6365,11880
5140,a band is marching,video6366,5140
73760,a camera keeps flashing,video6367,73760
